id,name,score,publisher,developer,follow,order,topic,review,install,recommend
1697,NBA英雄國際版,,Something Big,,95,,,4,,
1701,白猫计划TW,9.2,So-net Entertainment Taiwan,,18317,,275,310,,
1702,Balling 平衡球,8.7,aniFree,,8243,,5,59,,
1703,劍俠異世錄-門派跨服戰來襲,,Ssjj Game,,6,,,,,
1706,Garena 劍與魔法王國-遠古的女神TW,9.2,Garena Games Online,,7864,,83,169,,
1707,三國！這麼玩-神將降臨,,1767Game一起遊戲,,15,,,1,,
1709,我的三国时代-签到送吕布,,天下網遊,,123,,,3,,
1710,Animal Racing Return,,VNESE MPlay,,,,,,,
1711,決戰神魔(聖歌覺醒),,"IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.",,71,,1,2,,
1713,最囧游戏2（测试服）,9.4,HyperTextStudio,小鱼科技,368298,,1811,6213,,
1715,魔力寶貝-次元交戰,2.5,"IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.",,141,,1,10,,
1716,LINE TOUCH 舞力全開3D,7.3,"IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.",,322,,,8,,
1718,古龍群俠傳《遊戲酒吧》,,Pubgame,,158,,,4,,
1721,100 PICS Quiz - free quizzes,,Poptacular,,105,,,2,,
1722,PAC-MAN 256 - 无尽的迷宫,9.3,BANDAI NAMCO Entertainment Europe,,34404,,11,155,,
1723,与偶像团体V6 的秘密恋爱,,CYBIRD&GREE,,96,,,6,,
1726,战斗卡牌,9.3,Kongregate,,47991,,120,782,,yes
1728,ゆっくり育てていってね！,,MiuLabo,,90,,,4,,
1729,ヘブンストライクライバルズJP,,"SQUARE ENIX Co.,Ltd.",,43,,,2,,
1730,PixelStrategy,,Wadachi,,8,,,1,,
1731,Sweets Maker - Cooking Games,,MWE Games,,4,,,,,
1733,浪荡天涯,8.1,Ketchapp,,4251,,1,8,,
1735,急速仙女,,Suga Studio,,6,,,1,,
1736,跳跳反應王,,Aurora tech Ltd.,,17,,,,,
1737,《COE》武林的紛爭,,陞龍拳數位,,8,,,,,
1738,Count It Up!,,Longo Games,,,,,,,
1740,鬥陣護主公-巔峰對決,,Coco Directouch,,32,,,,,
1743,POCKET FOOTBALLER - 足球選手的育成手遊,,KAYAC Inc.,,16,,,1,,
1744,全民打怪兽,9.1,Netmarble Games,,5107,,13,92,,
1746,挑战巅峰,9.9,NFLY STUDIO,,36655,,41,437,,
1749,Finding Blue Free (KOR),,BigAirSoft,,3592,,,2,,
1750,军团的荣耀 (KR),6.6,Netmarble Games,,843,,1,9,,
1751,"MoBi - 开启预载, 游戏券,开启前登陆",,hungryapp,,4033,,,2,,
1753,Sketch Quiz （我来画你来猜）,5.2,iGene,,6265,,,8,,
1755,英雄军团/ Legion of Heroes,7.9,NEXON Company,,1774,,2,14,,
1758,彈力球,9.9,RAON GAMES,,9498,,3,25,,
1760,Buddy Rush: The Legends,,Company100 Inc.,,15,,,,,
1763,我爱咖啡 for Kakao,7.9,PATI Games Corp.,,1763,,,31,,
1764,Snake 97': Retro Classic Game,,3g Free,,6,,,,,
1765,癒しのハムスター育成ゲーム,,mozukuapp,,303,,,3,,
1766,BRAVELY ARCHIVE D's report,10,"SQUARE ENIX Co.,Ltd.",,1052,,,10,,
1767,前女友和现女友JP,9.3,G.Gear.inc,,9804,,26,278,,
1769,このドヤ顔にイラっとしたやつwww,,"GOODROID,Inc.",,71,,,4,,
1770,トレジャーダンジョンRPG,,Kanata,,141,,1,4,,
1771,擬人カノジョ ～理想と現実～【放置育成ゲーム】,,SEEC inc.,,117,,,4,,
1772,狙击3D刺客：射击游戏 《Sniper 3D》,9.2,Fun Games For Free,,125428,,94,1666,,
1775,Hidden Object - Rainbow Free,,Hidden Object World,,,,,,,
1776,Find The Difference 2,,ms.apps,,2,,,,,
1777,忍者熊猫跑酷之中忍考试,,8Square Games,,51,,,1,,
1779,Draw a Stickman: EPIC 2US,9.6,Hitcents,,2153,,1,11,,
1780,Color Switch 2,,Fooly Studios,,14,,,,,
1781,Jewels Link,,appgo,,3,,,,,
1782,Oil Transport Truck 2016,,"Tapinator, Inc. (Ticker: TAPM)",,90,,,,,
1785,Wild Panther Sim 3D,,Turbo Rocket Games,,104,,,1,,
1787,Ball Action 3D,,Badri Bebua,,66,,,,,
1788,干草英雄：农业模拟器,,MobileGames,,72,,,1,,
1789,"公主健身SPA - 免费化妆,换装和健身游戏",,6677g.com,,354,,1,2,,
1790,Paddle Panda,,Six Foot Kid,,5,,,,,
1792,英雄无畏 Heroes Charge HD,5.2,uCool,,95,,,6,,
1793,ONE PIECE TREASURE CRUISE,,BANDAI NAMCO Entertainment Inc.,,2105,,,5,,
1794,英雄无畏 Heroes Charge,,uCool,,228,,,3,,
1795,Tale Seeker,,"Sway Mobile, Inc.",,17,,,1,,
1796,Car Stunt Race Driver 3D,,"Tapinator, Inc. (Ticker: TAPM)",,49,,,,,
1797,公路骑手,9,Soner Kara,,122381,,18,717,,yes
1799,莉比小公主之冰雪派對,,Libii,,916,,,7,,
1801,Hoverboard Segway Driving,,Crazy Mist,,27,,,1,,
1805,Super Fleets - Classic,,OASIS GAMES LIMITED,,3,,,,,
1806,Wheel Online- Wheel Of Fortune,,Biber Games,,2,,,,,
1807,守护者2：塔防CCG,7.8,Nival,,515,,,10,,
1808,The Incorruptibles,,"Maximum Play, Inc.",,28,,,,,
1809,Age of Wushu Dynasty,,Snail Games USA Inc,,757,,,3,,
1810,Angry Anaconda 2016,,"Tapinator, Inc. (Ticker: TAPM)",,104,,,1,,
1811,越狱狙击手II,,GameTime,,549,,,4,,
1812,标志竞猜精湛,,Logo Quiz - Little Riddles - 4 Pics 1 Word,,9,,,1,,
1813,泡泡熊貓 - Bubble Panda,,mobistar,,3,,,,,
1815,星盟冲突,8.1,杭州电魂网络科技股份有限公司,KIXEYE,169088,,843,1844,,yes
1816,水果傳奇,,appgo,,83,,,,,
1821,萌鬥武俠 名帥英將,,skylinks,,10,,,2,,
1824,迪斯尼-找不同点游戏 for Kakao,,LUNOSOFT INC.,,161,,,1,,
1825,五子棋  for Kakao,,monomob,,964,,,1,,
1828,安妮嗙2,,"SUNDAYTOZ, INC",,514,,,3,,
1830,私立僵尸高中,7.9,Awesomepiece,,35191,,24,48,,
1831,Bounce Brick Breaker,,Monthly 23,,255,,,,,
1832,数码宝贝 灵魂猎手KR,6.8,万代南梦宫,,926,,,15,,
1834,足球英雄 Score! Hero,8.8,First Touch,,30834,,9,129,,
1836,百发百中,5.8,Netmarble Games,,2791,,1,29,,
1837,黑色幸存者,9.1,ARCHBEARS,,399895,,6503,4372,,
1839,词汇消除,8.2,Bluewind,,496,,2,12,,
1840,超级企鹅,9.5,Supersolid,,3126,,,15,,
1844,奇迹MU,,Webzen Inc.,,584,,,5,,
1846,饥饿的鲨鱼进化KR,8.6,Future Games of London,,4895,,1,12,,
1848,The Bitcoin king - Mining Clicker,7.5,Next Doors,,320,,,5,,
1849,星球吞噬战 (Nebulous),9.3,"Simplicial Software, LLC",,27340,,7,57,,
1851,五子棋达人,,SUD Inc.,,2709,,,3,,
1853,黑手党42,,TEAM42,,16567,,,5,,
1856,曲奇饼跑路 for Kakao,9.6,Devsisters Corporation,,6149,,2,17,,
1859,Tap! Match3,,Monthly 23,,3,,,,,
1860,玩具机器人大战：机器冰龙,,acool,,239,,,,,
1864,Picross FuryCat - Nonograms,,Nodis,,16,,,,,
1868,找茬之王,7.8,mobirix,,947,,,7,,
1873,第一战略 游离 (SRPG),9.1,FiveFinger,,1848,,1,27,,
1878,Tap! Tap! Faraway KingdomKR,8.9,Dinocooler,,4078,,5,58,,
1882,Hero Hearts,,BiCORE,,16,,,2,,
1884,小鸭子,,Snake Oil Studios,,59,,,4,,
1891,??! ??? ?? - ???????? ????,,TheFlash&FirstFox,,15,,,,,
1892,Traffic Rider,,Zuuks Games,,817,,,5,,
1894,Chef Judy: FusionRamyeon Maker,,ENISTUDIO Corp.,,28,,,3,,
1896,Wonder 5 Masters,,Eyedentity Mobile,,34,,,2,,
1899,战舰帝国 : 钢铁舰队,,Gamepub,,54,,,2,,
1900,海盗岛Kakao,,"FLERO GAMES Co.,Ltd.",,81,,,2,,
1901,口袋冒险岛,7.2,NEXON Company,,1425,,4,18,,
1902,九阴真经,6.2,SnailDigitalKorea,,175,,,10,,
1903,MLB PERFECT INNING 16,9.3,GAMEVIL,,697,,2,10,,
1905,终极魔龙KR,,JOYCITY Corp.,,63,,,3,,
1906,海底小鱼,,"SUNDAYTOZ, INC",,180,,,4,,
1907,白猫计划/ White Cat Project - 韩文版,8.6,"COLOPL, Inc.",,1781,,6,13,,
1911,刀塔传奇 - 韩国版,9.5,GaeaMobile,,1165,,4,36,,
1912,我是剑侠,,NEXON Company,,138,,,5,,
1913,Anipang for Kakao,,"SUNDAYTOZ, INC",,331,,,3,,
1914,克鲁赛德战记 - Crusaders QuestUS,8.4,NHN Entertainment Corp.,,34405,,206,434,,yes
1916,盗梦英雄 for kakao,,REKOOKOREA,,34,,,2,,
1917,乖离性百万亚瑟王-韩国版,,Eyedentity Mobile,,76,,,5,,
1919,龙之守护 for kakao,,Netmarble Games,,84,,,1,,
1921,飞龙骑士,8.2,Next Floor Corp.,,2460,,1,12,,
1922,战争游戏：Game of War (KR),,"Machine Zone, Inc.",,33,,,,,
1923,踢来踢去 for Kakao,,Netmarble Games,,73,,,3,,
1924,啾咪庄园 EveryTown - 韩国版,10,"FLERO GAMES Co.,Ltd.",,928,,,5,,
1925,上海Anipang for Kakao,,"SUNDAYTOZ, INC",,154,,,,,
1926,特种兵-第一人称射击游戏,8,wellgames☆,,38606,,2,71,,
1927,一骑打三国志,,Gamepub,,19,,,,,
1928,职业棒球2016,9.5,Com2uS,,4139,,,6,,
1929,RealFarm,,NEOGAMES,,1130,,,3,,
1930,英雄军团/ Legion of Heroes for Kakao,8.3,NEXON Company,,1185,,1,16,,
1931,奇想之战,9.2,NEXON Company,,14862,,71,319,,
1932,乌鸦,,"ENP GAMES Co., Ltd.",,66,,,3,,
1933,刀锋/ Blade for Kakao,9,4:33,,1902,,5,14,,
1935,乞丐育成,,manababa,,2633,,,7,,
1936,七骑士KR,9.5,Netmarble Games,,44083,,293,260,,yes
1937,天天富翁,8,Netmarble Games,,27894,,21,59,,
1938,HIT：英雄之战KR,9.1,NEXON Company,,7879,,60,115,,
1939,Friends POP,7.4,NHN PixelCube Corp.,,1051,,1,6,,
1940,水龙头,8,galbro Inc.,,1126,,,12,,
1942,安妮嗙 Matgo for Kakao,,"SUNDAYTOZ, INC",,268,,,1,,
1943,????? for Kakao,,"Joymax Co., Ltd.",,45,,,2,,
1944,滑动打砖块,9.2,Monthly 23,,11414,,,18,,
1948,??? with BAND,,NEOGAMES,,26,,,,,
1952,?? ???? ???,,FUNTA,,50,,,,,
1954,Animal Judy: Rabbit care,,ENISTUDIO Corp.,,34,,1,,,
1955,Chef Judy: Chocolate Egg Draw,,ENISTUDIO Corp.,,25,,,,,
1956,安妮嗙,,"SUNDAYTOZ, INC",,565,,,3,,
1959,高校之神,8.5,YD Online Corp,,2605,,6,13,,
1961,龙之火焰,8.6,GAMEVIL,,4839,,40,79,,yes
1962,拳皇98终极之战OLKR,5.9,FingerFun Limited.,,1190,,,17,,
1963,FIFA ONLINE 3 M by EA SPORTS?KR,4.7,NEXON Company,,7764,,6,10,,
1964,IDEA,7.8,Netmarble Games,,1196,,2,13,,
1965,掠夺者 for Naver,8.4,Netmarble Games,,4549,,10,42,,
1970,停车达人4,6.3,SUD Inc.,,6177,,,9,,
1971,幽灵转轮KR,8.7,NHN Entertainment Corp.,,215083,,755,2575,,yes
1975,名将的条件,,"ENP GAMES Co., Ltd.",,5,,,,,
1977,Infinite Slice,,Monthly 23,,1566,,,3,,
1978,Stickman Warriors,9.2,ViperGames,,10439,,1,30,,
1984,Gun Simulator -Virtual Reality,,3g Free,,20,,,,,
1987,"Jigsaw, puzzle, jigsaw",,major9,,2,,,,,
1994,钓鱼发烧友,8.9,Com2uS USA,,24095,,39,327,,
1995,坦克世界：闪电战TW,9.1,Wargaming Group,,201477,,3285,2734,,
1997,疾风之刃（Kritika）,6.9,GAMEVIL,,32226,,304,611,,yes
2000,全民打棒球2016 for Kakao,,Netmarble Games,,764,,,1,,
2001,天龙八部,7.1,NEXON Company,,411,,,6,,
2002,??????,,Smilegate Megaport,,49,,1,3,,
2004,对于LIVE COM2US棒球经理,,Com2uS,,273,,,2,,
2005,?? with NAVER,5.9,（株）昆仑游戏,,694,,,20,,
2007,天使之石,8.2,Fincon,,2005,,7,32,,
2008,口袋莫蒂,9,[adult swim] games,,22619,,88,320,,yes
2010,New World: Castaway Paradise,,Rockyou Inc.,,38,,,1,,
2011,餐厅物语：贵族蓝,,Storm8 Studios,,83,,,1,,
2012,植物大战僵尸2US,8.7,艺电 EA,,87251,,701,1275,,
2013,Sonic Dash 2: Sonic Boom,8.4,SEGA,,4353,,,11,,
2014,LEGO? Star Wars? Yoda II,,The LEGO Group,,370,,,1,,
2015,KIll Shot,,Hothead Games,,220,,,2,,
2016,Escaping the Prison,,PuffballsUnited,,1001,,,4,,
2017,Chuck E.'s Skate Universe,,Chuck E. Cheese's,,50,,,,,
2018,Downtown Showdown,,"COLOPL NI, INC.",,5,,,,,
2019,童话大作战——沉睡咒语,,TabTale,,97,,,,,
2020,Ever After High? 迷人风格,,Animoca Brands,,80,,,2,,
2021,妙战天下,7.1,Com2uS,,14531,,15,185,,
2022,方塊粉碎者 - Blocks Crusher,,Words Mobile,,18,,,1,,
2023,Shapeout,,Hourfall,,11,,,,,
2024,巴士驾驶员2016年,,VascoGames,,791,,,3,,
2025,矿野求生,7.9,Ketchapp,,2395,,1,14,,
2026,Stickman Football - The Bowl,,Djinnworks GmbH,,31,,,,,
2028,Adventure Smash,,PeopleFun,,10,,,,,
2029,MMA Federation-Fighting Game,8.6,360 Studios,,78,,,6,,
2030,成为英雄,5.5,Orca Inc.,,141,,,6,,
2031,Tap Tap Warriors: Nonstop Jump RPG (跳跃攻击),7.5,NLABSOFT Inc.,,4521,,6,17,,
2033,Hola游戏合集: 本期推荐-逗比足球,,Hola Games Studio,,114,,,2,,
2034,Mermaid's Treasure,,TutoTOONS Kids Games,,2,,,,,
2036,超市收银卡: 经理和收银员 Supermarket Cash Manager Game,,Funtale Games,,106,,,,,
2037,War Ages - Legend of Kings,,"Shenzhen Leyi Network Co.,Ltd.",,21,,,,,
2038,帝国的摇篮 Cradle of Empires,6.3,Awem Games,,402,,2,34,,
2039,PassLand : 足球英雄,,Zabob Studio,,10,,,1,,
2041,鸡皮疙瘩,8.9,Cosmic Forces,,26581,,41,543,,
2042,TutoPLAY Kids Games in One App,,TutoTOONS,,69,,1,,,
2043,Draw Something for Messenger,,Zynga,,20,,,,,
2044,猫咪宾馆,8.5,Tivola,,46371,,18,443,,yes
2045,L.A. Crime Stories Mad City Crime,6.5,Extereme Games,,660,,,10,,
2046,Tank Commander - English,,OASIS GAMES LIMITED,,5,,,,,
2047,Fairy Day Dress Up & Care,,TutoTOONS,,8,,,,,
2048,指尖冲浪,8.8,Digital Melody,,1172,,1,11,,
2049,Horse Simulator Free,,Multi Touch Games,,7,,,,,
2050,Airplane Flight Simulator RC,,i6 Games,,135,,,1,,
2051,Extreme Car Driving Simulator,,i6 Games,,46,,,,,
2052,Police Driving In Car,,GameDivision,,90,,,,,
2053,残破的屏幕恶作剧,3.1,Broken Screen & Scanner Prank,,984,,,10,,
2054,孕妇时尚沙龙,,TNN Game,,75,,,1,,
2055,Torture The Stickman 2,,Handsome boy,,211,,,2,,
2056,Princess Tea Party Salon,,Hugs N Hearts,,70,,,,,
2057,League of Angels -Fire Raiders,,GTArcade,,77,,,4,,
2058,Dungeon Boss – Fantasy & Strategy RPG,7.8,Big Fish Games,,1068,,2,12,,
2060,妖怪手表 PuniPuni（日服）JP,9.9,LEVEL 5,,3682,,10,52,,
2061,LINE 迪士尼消消看,8.7,LINE Corporation,,8003,,8,61,,
2062,我的女友出轨了么,9.6,G.Gear.inc,,5350,,9,248,,
2063,怪物弹珠JP,9.7,"mixi, Inc.",,27750,,92,250,,yes
2064,星之勇者斗恶龙,8.2,"SQUARE ENIX Co.,Ltd.",,2551,,4,33,,
2065,偶像大师 灰姑娘女孩 星光舞台,10,BANDAI NAMCO Entertainment Inc.,,75680,,732,1252,,yes
2066,智龙迷城JP,9.6,GungHoOnlineEntertainment,,15934,,67,240,,yes
2067,白猫project/白猫计划JP,9.3,"COLOPL, Inc.",,23247,,248,402,,
2068,LINE Bubble 2,6.9,LINE Corporation,,2651,,1,13,,
2069,ドカーンとモンスターズ,,Go2Play Limited,,7,,,,,
2070,水星领航员：水波节奏,9.5,HarvesT/BBB Corporation,,1303,,4,31,,
2072,碧蓝幻想,9.8,"Cygames, Inc.",,102692,,282,900,,yes
2073,逃脫遊戲：兒童房,,NEAT ESCAPE,,80,,1,3,,
2074,幻想战记,8.9,RekooJapan,,361,,,7,,
2076,Piano Tiles 2,,Sabzira,,44,,,1,,
2077,蜡笔小新：呼风唤雨的春日部跑垒员！,9,株式会社ブシロード,,1375,,,22,,
2078,Drift Girls,7.8,NHN BlackPick,,458,,,9,,
2079,エジコイ！?エジプト神と恋しよっ?,,Goodia Inc.,,133,,,4,,
2080,Q,9.6,"liica, Inc.",,248,,,7,,
2081,実験島  --10日間のサバイバルシュミレーション,,G.Gear.inc,,205,,,3,,
2082,逃脫遊戲：陽台,,NEAT ESCAPE,,38,,1,3,,
2083,迪士尼魔术城堡梦幻岛,6.5,Marvelous Inc.,,217,,,6,,
2084,弹射三国大战！,9.2,Ateam Inc.,,1991,,1,16,,
2085,LINE Puzzle TanTan,,LINE Corporation,,592,,1,5,,
2086,料理妈妈: 来煮饭吧!,8.8,Office Create Corp.,,23698,,27,131,,
2087,DRIFT SPIRITS,8.2,BANDAI NAMCO Entertainment Inc.,,9788,,28,76,,
2088,仓鼠的日常,7.1,Cross Field Inc.,,19508,,22,281,,
2089,輝星的反叛 - 日文版,,株式会社ダンクハーツ,,160,,2,4,,
2091,Toca Kitchen 2,8.8,Toca Boca AB,,41556,,49,441,,
2092,Piano Lesson PianoMan,,Yudo inc,,7,,,,,
2093,幻獣物語２,9.3,Lifemaker Inc.,,2930,,6,37,,
2095,勇气幻想曲,8.8,MSF Inc.,,812,,1,23,,
2096,GATE ブレイブ スクランブル,8.9,BANDAI NAMCO Entertainment Inc.,,751,,1,7,,
2097,Ponta的学校,,HANE Inc.,,1,,,,,
2098,ママはストーカー,,ハッピーゲーマー株式会社,,28,,,1,,
2100,無料診断心理テスト　表裏性格診断,,ESC-APE by SEEC,,296,,,5,,
2102,山手線走ってみた。,,Goodia Inc.,,13,,,1,,
2103,Order Kanji 3,,good-place,,1,,,,,
2104,GeneX【アニメ×TCG】,,株式会社ブシロード,,28,,,2,,
2105,脱出ゲーム：儚い洞窟,,WaveA PTE.LTD.,,16,,,1,,
2106,超時空英雄傳說,9.6,Locojoy International Corp.,,47,,,6,,
2107,コズミックボールGT,,"Xio, inc.",,47,,,4,,
2109,指神,,Goodia Inc.,,367,,,3,,
2111,勇者山田君,7.8,DMMGAMES,,759,,8,15,,
2112,30秒で通勤する方法?八王子から東京駅まで?究極のバカゲー,,Choi Choi Adventure,,14,,,3,,
2114,創造カノジョ～10人の理想の彼女たち～恋愛＊放置＊育成ゲーム,10,SEEC inc.,,932,,1,10,,
2115,歪みの国のアリス～アンコール,,(C) SUNSOFT,,61,,1,4,,
2116,牛郎的危险世界,9.4,ESC-APE by SEEC,,7683,,18,207,,
2117,フラッシュワード?光速瞬間記憶脳トレクイズ?,,DayDreamer,,17,,,1,,
2118,助けてください～既読スルー禁止～,,トムソン,,23,,,1,,
2119,脱出ゲーム　YUME　悪夢からの脱出,,あそびごころ。,,116,,1,5,,
2120,ダメ悪魔、ダメ男に惚れる【放置】,,Cybergate Technology Limited,,34,,,5,,
2121,ストレス診断,,SUGAPPS,,5,,,,,
2122,Eat Game,9.7,Cybergate Technology Limited,,330,,,8,,
2123,リセマラ勇者-RPG風放置ゲーム-,8.9,GenieUs,,226,,,6,,
2124,リーダーシップ診断,,Testii,,10,,,,,
2125,トニーくんのスーパーホッピング,,hasegawa takuji,,1,,,,,
2126,THREE LINES - TRY QUICKER,,MercuryStudio,,14,,,1,,
2127,謎解き ジェスチャーゲーム - 何してる？,,EBISAN.apps,,,,,,,
2128,脱出ゲーム：双子の悪戯,,WaveA PTE.LTD.,,33,,,1,,
2129,Dragon x Dragon -City Sim Game,8.8,GiantMonster,,559,,,8,,
2131,中华美食 - 宝宝巴士,9.3,BabyBus Kids Games,,10982,,1,14,,
2132,Diet Zoo,,good-place,,,,,,,
2133,もやしびとDX - 衝撃のもやし育成,,"GOODROID,Inc.",,104,,,4,,
2135,大合戦!ねこ島奮闘記~超ハマる街発展×バトルゲーム~,,Chronus S Inc.,,9,,,,,
2136,Star Trek Timelines,9.5,Disruptor Beam,,737,,3,17,,
2137,逃脱游戏废墟探索,,ToiGames,,56,,,3,,
2138,水族馆~快乐的养鱼游戏~,,Chronus F Inc.,,248,,1,5,,
2140,攻略速報 - 妖怪ウォッチぷにぷに,,gameguidedev,,7,,,,,
2142,QuickRogue - 放置できるダンジョンRPG,,SunnyWardGames,,275,,,1,,
2144,Under Story ?童話世界の勇者たち?,,3rdKind Inc.,,19,,,2,,
2145,密室逃脱 : Doors&Rooms 零,8.8,Gameday Inc.,,719,,,8,,
2146,Escape Games Day-159,,EscapeGamesFun,,,,,,,
2147,Gem Knights,,MGAME JAPAN Corp.,,3,,,2,,
2148,NUIGURUMI CATCHER,,Unimate,,1,,,,,
2149,Escape Games Day-160,,EscapeGamesFun,,,,,,,
2150,Escape Games Day-162,,EscapeGamesFun,,1,,,,,
2151,ネガティブ彼女の成長日記　?彼女育成アプリ?,,freep [無料ねこ系ゲームやつむつむ系恋愛育成ゲームが満載！],,45,,,1,,
2153,Zombie Ragnarok,,Primula Soft,,4,,,2,,
2154,杀戮魅影JP,9,gumi Inc.,,5561,,26,67,,
2155,校园强袭少女,9,"SQUARE ENIX Co.,Ltd.",,7897,,15,81,,
2156,梦王国与沉睡中的100位王子殿下JP,9.1,"GCREST, Inc.",,3542,,6,86,,
2157,战国炎舞 -KIZNA-,,"Sumzap, Inc.[ソーシャルRPG好き必見のDL無料の人気リアルタイムバトルゲームが満載！]",,167,,,4,,
2158,最终幻想Record Keeper,9.2,"DeNA Co., Ltd.",,1689,,1,15,,
2159,FINAL FANTASY GRANDMASTERS,,"SQUARE ENIX Co.,Ltd.",,736,,2,3,,
2160,World Soccer Collections S,,KONAMI,,94,,,1,,
2161,单车之虎,,Donuts Co. Ltd.,,40,,,3,,
2162,高达征服,7.9,BANDAI NAMCO Entertainment Inc.,,9067,,11,67,,
2163,超级高达：王者,7.9,BANDAI NAMCO Entertainment Inc.,,2833,,8,30,,
2164,战斗女子学院JP,9.3,"COLOPL, Inc.",,6797,,24,103,,
2165,JOJO的奇妙冒险：星尘射手,9.3,BANDAI NAMCO Entertainment Inc.,,5605,,35,116,,
2167,伊丝塔传奇,8.7,Silicon Studio,,1767,,1,30,,
2169,史努比拼图,,Beeline Interactive Japan,,72,,,2,,
2170,Crasher: 战斗之神,,广州四三九九信息科技有限公司,,22,,,2,,
2174,Platform Defense: Wave 1000 F,,1506,,14,,,1,,
2176,Neon Hack: Pattern Lock Game,,"Epic Pixel, LLC",,10,,,1,,
2178,混战之神,6,jiness,,6923,,11,29,,
2179,永不言弃2,7.9,东品游戏,,99947,,24,266,222579,
2180,???? ??? ???,,FUNTA,,62,,,4,,
2184,World Of Blade : Zombie Slasher,6.7,X's Quest,,129,,,8,,
2186,Mad Dentist,,K3Games,,47,,,,,
2187,Elhaz,,IntivSoft,,56,,,1,,
2189,"三歲到老,勇士投器，地牢下投器!",,1200g,,23,,,4,,
2194,Adventure Escape: Cult Mystery,,Haiku Games,,41,,,1,,
2196,龙族拼图 (Puzzle & Dragons) - 韩国版,,GungHoOnlineEntertainment,,309,,,1,,
2197,虚荣 (Vainglory),9,巨人网络,,1689776,,23410,36462,4769252,yes
2198,银河足球队,8.9,Com2uS,,20830,,76,358,,yes
2199,三国志PK,,EFUN Company,,17,,,1,,
2201,百将行US,8.7,GaeaMobile,,3228,,3,32,,
2204,金光群俠傳 - 要玩就玩一流的!,,OhMyGod HK,,49,,,1,,
2206,九龍戰-神獸出戰 戰無止境！,,G妹遊戲,,70,,,4,,
2207,億次元-武田信玄の覺醒,,最火爆二次元戰國卡牌遊戲,,44,,,,,
2208,勇者快打-最好玩的休闲手机RPG游戏,,HSgame,,68,,,3,,
2210,部落大進擊,,Fantasyfish HK,,55,,,1,,
2211,天堂战记TW,6.8,ENJOY GAME INC,,1495,,1,27,,
2212,糖果工厂-宝宝巴士,,BabyBus Kids Games,,7559,,,1,,
2213,鬼島屍樂園,,Go2Play Limited,,20,,,,,
2216,領便當天團,,Go2Play Limited,,2,,,1,,
2219,饥饿鲨：进化,7.6,北京掌趣科技股份有限公司,,129739,,160,362,282583,
2220,射箭大師 3D - Archery Master,,TerranDroid,,2030,,,5,,
2221,Two Dots,9.7,"Playdots, Inc.",,51914,,28,924,,yes
2223,Turbo Speed Bike Racing 3D,,Crazy Cartoons,,4,,,,,
2225,宠物乐连连,,XCQ,,15,,,,,
2226,道具连连看,,曠世神作謹此一家,,2,,,,,
2227,動物連連看,,推薦神作僅此一家,,36,,,1,,
2228,快樂餐城─2016小資向前衝,,Play8遊戲網,,230,,,5,,
2229,合戰三國志：燃烧の赤壁（公測）,,"HongKong Morlia Digital Entertainment Co.,Ltd",,10,,,1,,
2231,时空召唤,6.5,深圳新游畅玩科技有限公司,广州银汉科技有限公司,285838,,1585,5649,832719,
2232,Demon Defense Shoot,,高压电工作室,,1,,,,,
2233,美廚娘 - 來一場美味的戰鬥饗宴吧,,BBcreative,,17,,,,,
2235,Savior就是主,,Play Bigbang,,6,,,1,,
2236,戰姬甜心,,iPlay99,,104,,1,1,,
2238,Minebuild мир: майнкрафта,,Conty Games,,11,,,1,,
2239,Sky Garden: Days in Paradise,8.9,VNG GAME STUDIOS,,1350,,5,25,,
2240,LINE 鬥陣英雄2 - 神話英雄大亂鬥,6,LINE Corporation,,146,,5,23,,
2241,問答RPG 魔法使與黑貓維茲TW,9.7,So-net Entertainment Taiwan,,4165,,54,101,,
2242,勇者斗恶龙 怪物仙境 SUPER LIGHT - 《达伊的大冒险》联动合作开催!,8.3,Mobimon Inc.,,8488,,28,80,,
2246,功夫熊猫3,7.2,网易游戏,,5019,,16,57,13950,
2247,火影忍者-疾风传CN,7.3,腾讯,,884843,,2909,5354,834934,yes
2249,精英殺手3D - Elite Killer,,CanadaDroid,,368,,,,,
2251,Offroad Driving Adventure 2016,,"Tapinator, Inc. (Ticker: TAPM)",,785,,,1,,
2252,"奶奶的时尚化妆沙龙 - 免费化妆,换装,SPA游戏",,6677g.com,,701,,,1,,
2253,痛扁小偷,,BOX10.COM,,156,,,4,,
2254,白块2 (音乐版) - 魔法钢琴,,DRAGONCOLOR,,662,,,5,,
2255,隐秘之寺,,Pixibots,,36,,1,3,,
2256,Crossword Jigsaw,,Best Word Game Studio,,17,,,,,
2258,Schoolgirl Supervisor - Saori Sato,7.8,Mr. Noway,,1392,,19,19,,
2259,摩托车：极速赛车手3D,,MobileGames,,58,,,1,,
2260,新三国伝説 時空のＸ（クロス）,,CITYLINK SOLUTIONS PTE. LTD,,3,,,,,
2261,中年騎士ヤスヒロ-おじさんが勇者に-ドット絵RPG 無料,,Polaris-x Inc.,,32,,,2,,
